cd	track	track_title	recording_title	chorale	recording_id		cd	track	title	bwv	text		playlist_position	Song	Artist	Popularity	BPM	Genres	Album	Album Date	Time	Dance	Energy	Acoustic	Instrumental	Happy	Speech	Live	Loud (Db)	Key	Time Signature	Added At	Spotify Track Id	Album Label	Camelot	ISRC
6	2	Gott hat das Evangelium BWV319	Gott hat das Evangelium, BWV 319	116	16a117c9-2972-44f9-906f-5f0ecc0a9cc5		3	53	Gott hat das Evangelium	319	Gott hat das Evangelium		257	Gott hat das Evangelium, BWV 319	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	81	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:43	30	23	95	0	52	0	10	-16	D#/E♭ Minor	4	2024-07-26	6ghHjbbS3Wmt2tBFOmyQlQ	undefined	2A	NLY331107293
6	3	Gott lebet noch BWV320	Gott lebet noch, BWV 320	117	613f52d7-3d11-4c3a-b1a9-d560f0197868		3	54	Gott lebet noch	320	Gott lebet noch		258	Gott lebet noch, BWV 320	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	97	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:59	37	12	93	0	36	0	10	-21	E Major	4	2024-07-26	3euR5hS7hyh5BfDx4XBJX7	undefined	12B	NLY331107294
6	4	Gottlob, es geht nunmehr zu Ende BWV321	Gottlob, es geht nunmehr zu Ende, BWV 321	118	f980a618-5976-485d-b962-078442593e95		3	55	Gottlob, es geht nunmehr zu Ende	321	Gottlob, es geht nunmehr zu Ende		259	Gottlob, es geht nunmehr zu Ende, BWV 321	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	74	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:49	28	11	96	0	30	0	20	-17	A Major	4	2024-07-26	0aqW6AWPNr8jZ6CI7oinlV	undefined	11B	NLY331107295
4	24	Gott sei gelobet und gebenedeiet BWV322	Gott sei gelobet und gebenedeiet, BWV 322	119	4070a7e2-a4a4-40af-8436-d8391f10b7ef		2	67	Gott sei gelobet und gebenedeiet	322	Gott sei gelobet und gebenedeiet		169	Gott sei gelobet und gebenedeiet, BWV 322	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:39	25	12	92	0	38	0	10	-22	B Major	4	2024-07-26	5S3jr6Qw7Hvegs7MTWzll3	undefined	1B	NLY331107205
3	37	Meine Seele erhebt den Herren (Cantata BWV10)	Meine Seele erhebt den Herren, Cantata BWV 10	122	a00f298f-a50d-45c9-83d8-4f21c81b3f30		2	39	Meine Seele erhebt den Herren	10	Meine Seele erhebt den Herren		141	Meine Seele erhebt den Herren (Cantata, BWV 10)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	84	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:48	24	18	90	0	28	0	10	-16	F#/G♭ Minor	4	2024-07-26	6YcyI06brK7a5aGIwOWR1c	undefined	11A	NLY331107177
3	34	Heilig, heilig BWV325	Heilig, heilig, BWV 325	123	03da3cb5-2abb-47ca-ada5-12daab5e8517		2	36	Heilig, heilig	325	Heilig, heilig		138	Heilig, heilig, BWV 325	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	75	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:08	20	15	94	0	28	0	10	-19	E Major	3	2024-07-26	180PfipQSNRXgBJOd2AEth	undefined	12B	NLY331107174
3	35	Sanctus, sanctus Dominus Deus Sabaoth BWV325	Sanctus, sanctus Dominus Deus Sabaoth, BWV 325	123	4bc84d07-8985-494b-a3f0-184258b6b14c		2	37	Sanctus, sanctus Dominus Deus Sabaoth	325	Sanctus, sanctus Dominus Deus Sabaoth		139	Sanctus, sanctus Dominus Deus Sabaoth, BWV 325	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	105	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:11	22	7	92	0	16	0	10	-22	E Major	3	2024-07-26	1yV5iDRTWyrIqo0z9AjEU0	undefined	12B	NLY331107175
6	5	Helft mir Gott.s Güte preisen (Cantata BWV16)	Helft mir Gott's Güte preisen, Cantata BWV 16	125	fb1ba6df-cbb7-4605-be04-85d7a3b4089b		3	56	Helft mir Gott's Güte preisen	16	Helft mir Gott's Güte preisen		260	Helft mir Gott's Güte preisen (Cantata, BWV 16)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	74	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:58	26	18	94	53	31	0	10	-18	G#/A♭ Minor	1	2024-07-26	17pi2yaIy6QSqSWYUnwtxM	undefined	1A	NLY331107296
6	6	Helft mir Gott.s Güte preisen (Cantata BWV183)	Helft mir Gott's Güte preisen, Cantata BWV 185	126	47fc7428-545f-48e9-a74b-a9491b51b639		3	57	Helft mir Gott's Güte preisen	183	Helft mir Gott's Güte preisen		261	Helft mir Gott's Güte preisen (Cantata, BWV 183)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:46	16	24	92	1	37	0	10	-18	G#/A♭ Minor	4	2024-07-26	7vcFMDK10ElEa673bFDmQc	undefined	1A	NLY331107297
6	7	Herr Christ, der einig. Gott.s Sohn (Cantata BWV164)	Herr Christ, der einig' Gott's Sohn, Cantata BWV 164	127	6feb5c97-9b02-4c54-999a-a550e1fe8408		3	58	Herr Christ, der einig' Gott's Sohn	164	Herr Christ, der einig' Gott's Sohn		262	Herr Christ, der einig' Gott's Sohn (Cantata, BWV 164)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	81	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:34	32	16	95	0	49	0	10	-19	A Major	4	2024-07-26	0d5sarejeRHt1fz3JZfztJ	undefined	11B	NLY331107298
6	8	Herr Christ, der einig. Gott.s Sohn (Cantata BWV96)	Herr Christ, der einig' Gott's Sohn, Cantata BWV 96	128	83b21c0c-fb5f-4b90-87dc-6a8d735e8ac6		3	59	Herr Christ, der einig' Gott's Sohn	96	Herr Christ, der einig' Gott's Sohn		263	Herr Christ, der einig' Gott's Sohn (Cantata, BWV 96)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:53	24	9	95	0	25	0	10	-23	E Major	4	2024-07-26	05iVtiGzZyeeKZuhiudHH4	undefined	12B	NLY331107299
6	9	Herr Gott, dich loben alle wir BWV326	Herr Gott, dich loben alle wir, BWV 326	129	bca87785-008b-447f-8da8-04edca04bc56		3	60	Herr Gott, dich loben alle wir	326	Herr Gott, dich loben alle wir		264	Herr Gott, dich loben alle wir, BWV 326	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	160	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:35	24	17	96	0	70	0	20	-17	A Major	3	2024-07-26	59nHcjZFX0wA0SOlpudxjp	undefined	11B	NLY331107300
6	10		Herr Gott, dich loben alle wir BWV327	132	bed3e181-b12b-4948-8229-2b569ff901dc		3	61	Herr Gott, dich loben alle wir	327	Herr Gott, dich loben alle wir		265	Herr Gott, dich loben alle wir, BWV 327	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	3	128	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:30	31	12	98	0	57	0	20	-21	C♯/D♭ Major	5	2024-07-26	1b41oEGyiE6jeop3xjNrkV	undefined	3B	NLY331107301
6	11	Herr Gott, dich loben alle wir BWV328	Herr Gott, dich loben alle wir, BWV 328	133	2f4e5c19-a8ac-41a5-9627-a2aea15593f7		3	62	Herr Gott, dich loben alle wir	328	Herr Gott, dich loben alle wir		266	Herr Gott, dich loben alle wir, BWV 328	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	70	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	06:44	16	12	89	0	24	0	10	-23	B Major	4	2024-07-26	6ck1QFhDlz3dl8Ll9zvads	undefined	1B	NLY331107302
6	12	Herr Gott, dich loben wir (Cantata BWV119)	Herr Gott, dich loben wir, Cantata BWV 119	134	d4c9e390-b9bf-41bd-91dc-92c605fa1c27		3	63	Herr Gott, dich loben wir	119	Herr Gott, dich loben wir		267	Herr Gott, dich loben wir (Cantata, BWV 119)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	134	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:50	26	12	95	0	21	0	10	-18	F#/G♭ Major	5	2024-07-26	7hZ5BhrVBUtUGJI7sCkCL8	undefined	2B	NLY331107303
6	13	Herr Gott, dich loben wir (Cantata BWV120)	Herr Gott, dich loben wir, Cantata BWV 120	135	0dbe21d7-1fb9-490d-bb5e-15c1018a8274		3	64	Herr Gott, dich loben wir	120	Herr Gott, dich loben wir		268	Herr Gott, dich loben wir (Cantata, BWV 120)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:00	29	14	97	0	41	0	10	-20	C♯/D♭ Major	4	2024-07-26	6PPC9q0NQebXwWTn3XZpd8	undefined	3B	NLY331107304
6	14	Herr, ich denk. an jene Zeit BWV329	Herr, ich denk' an jene Zeit, BWV 329	136	fe5ca170-13ed-4ed9-9b7c-bfe9f622fdd0		3	65	Herr, ich denk' an jene Zeit	329	Herr, ich denk' an jene Zeit		269	Herr, ich denk' an jene Zeit, BWV 329	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:53	27	13	94	0	37	0	10	-16	D Major	4	2024-07-26	55gY5S9oS7gN7SwYrH7QTn	undefined	10B	NLY331107305
6	15	Herr, ich habe mißgehandelt BWV330	Herr, ich habe mißgehandelt, BWV 330	137	199eae1c-7f07-4a56-8eb1-646e94437abb		3	66	Herr, ich habe mißgehandelt	330	Herr, ich habe mißgehandelt		270	Herr, ich habe mißgehandelt, BWV 330	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:55	24	17	89	0	30	0	10	-19	G#/A♭ Minor	4	2024-07-26	4XcRvgIRjdEofPrfp8Degk	undefined	1A	NLY331107306
6	16	Herr Jesu Christ, dich zu uns wend. BWV332	Herr Jesu Christ, dich zu uns wend', BWV 332	139	8930d926-7be1-412d-8ec2-2bf4dc283463		3	67	Herr Jesu Christ, dich zu uns wend'	332	Herr Jesu Christ, dich zu uns wend'		271	Herr Jesu Christ, dich zu uns wend', BWV 332	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	160	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:34	16	19	98	0	40	0	10	-17	C♯/D♭ Major	4	2024-07-26	3XzMF7TbgVg9UmxOkfW6x9	undefined	3B	NLY331107307
6	17	Herr Jesu Christ, du hast bereit.t BWV333	Herr Jesu Christ, du hast bereit't, BWV 333	140	81d74e38-7b5b-443d-a3d0-228a4d05118d		3	68	Herr Jesu Christ, du hast bereit't	333	Herr Jesu Christ, du hast bereit't		272	Herr Jesu Christ, du hast bereit't, BWV 333	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:55	17	16	96	0	31	0	20	-21	F#/G♭ Minor	4	2024-07-26	4gNpb0w45lK80W3SwmuciH	undefined	11A	NLY331107308
6	18	Herr Jesu Christ, du höchstes Gut BWV334	Herr Jesu Christ, du höchstes Gut, BWV 334	141	274c2d22-ebc7-42af-b90c-b0f6eb93ecec		3	69	Herr Jesu Christ, du höchstes Gut	334	Herr Jesu Christ, du höchstes Gut		273	Herr Jesu Christ, du höchstes Gut, BWV 334	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	71	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:01	24	12	90	0	16	0	10	-20	F#/G♭ Minor	3	2024-07-26	6MixRWxkbVFmmxX0n0eNVo	undefined	11A	NLY331107309
6	19	Herr Jesu Christ, du höchstes Gut (Cantata BWV168)	Herr Jesu Christ, du höchstes Gut, Cantata BWV 168	143	fc2f35db-48dc-422d-8878-12d7457f9962		3	70	Herr Jesu Christ, du höchstes Gut	168	Herr Jesu Christ, du höchstes Gut		274	Herr Jesu Christ, du höchstes Gut (Cantata, BWV 168)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:57	30	23	98	0	28	0	30	-18	G#/A♭ Major	5	2024-07-26	2mPIYyg1wzaShKEOpAAw0O	undefined	4B	NLY331107310
6	20	Herr Jesu Christ, du höchstes Gut (Cantata BWV48)	Herr Jesu Christ, du höchstes Gut, Cantata BWV 48	144	bbede569-c519-4d47-a8a5-7b38d9d42bb2		3	71	Herr Jesu Christ, du höchstes Gut	48	Herr Jesu Christ, du höchstes Gut		275	Herr Jesu Christ, du höchstes Gut (Cantata, BWV 48)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	76	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:51	18	10	92	0	28	0	10	-22	F#/G♭ Minor	3	2024-07-26	6wOVXMZ8cY2xTntYBdbVhn	undefined	11A	NLY331107311
6	21	Herr Jesu Christ, mein.s Lebens Licht BWV335	Herr Jesu Christ, mein's Lebens Licht, BWV 335	145	a81f996e-6799-4802-86c9-cf554102e65c		3	72	Herr Jesu Christ, mein's Lebens Licht	335	Herr Jesu Christ, mein's Lebens Licht		276	Herr Jesu Christ, mein's Lebens Licht, BWV 335	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	75	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:37	25	9	93	0	25	0	10	-21	A#/B♭ Minor	5	2024-07-26	4pv7eq8Are4deBbE2HXrVG	undefined	3A	NLY331107312
6	22	Herr Jesu Christ, wahr.r Mensch und Gott (Cantata BWV127)	Herr Jesu Christ, wahr'r Mensch und Gott, Cantata BWV 127	147	d834a915-9dec-4f79-884b-0855a62133a9		3	73	Herr Jesu Christ, wahr'r Mensch und Gott	127	Herr Jesu Christ, wahr'r Mensch und Gott		277	Herr Jesu Christ, wahr'r Mensch und Gott (Cantata, BWV 127)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:48	19	10	98	0	44	0	10	-20	E Major	3	2024-07-26	4hc2VuANbFWXSC0ePaJIee	undefined	12B	NLY331107313
6	23	Herr, nun laß in Friede BWV337	Herr, nun laß in Friede, BWV 337	148	bf365bdd-2e7c-48f0-ab12-c5d3815c8c3d		3	74	Herr, nun laß in Friede	337	Herr, nun laß in Friede		278	Herr, nun laß in Friede, BWV 337	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	132	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:49	21	11	97	0	12	0	10	-18	B Major	1	2024-07-26	1kc9See8oOHdTjr5tmnAHW	undefined	1B	NLY331107314
6	24	Herr, straf . mich nicht in deinem Zorn BWV338	Herr, straf' mich nicht in deinem Zorn, BWV 338	149	77f2f5f8-17f1-4d0d-9f9c-44ae95e6857d		3	75	Herr, straf' mich nicht in deinem Zorn	338	Herr, straf' mich nicht in deinem Zorn		279	Herr, straf' mich nicht in deinem Zorn, BWV 338	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	69	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:04	26	8	96	0	22	0	10	-24	G#/A♭ Minor	3	2024-07-26	0XbPzhdU9RbaJGZJVTbfSB	undefined	1A	NLY331107315
6	25	Herr, wie du willst, so schick.s mit mir (Cantata BWV156)	Herr, wie du willst, so schick's mit mir, Cantata BWV 156	150	4e300690-ba0e-407a-872c-7c209fe975a3		3	76	Herr, wie du willst, so schick's mit mir	156	Herr, wie du willst, so schick's mit mir		280	Herr, wie du willst, so schick's mit mir (Cantata, BWV 156)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:02	24	17	95	51	36	0	10	-18	B Major	3	2024-07-26	210td1y66OjWoJHQwhcv65	undefined	1B	NLY331107316
6	26	Herr, wie du willst, so schick.s mit mir BWV339	Herr, wie du willst, so schick's mit mir, BWV 339	151	79cfa1f0-eed0-4c5d-9913-17f56fb70095		3	77	Herr, wie du willst, so schick's mit mir	339	Herr, wie du willst, so schick's mit mir		281	Herr, wie du willst, so schick's mit mir, BWV 339	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:04	32	10	90	0	26	0	10	-21	G#/A♭ Major	3	2024-07-26	7iGqWYVYlLfRWAp2ecHC8D	undefined	4B	NLY331107317
6	27	Herzlich lieb hab. ich dich, o Herr BWV340	Herzlich lieb hab' ich dich, o Herr, BWV 340	152	f3183ede-0b73-4fe6-b5a0-17972b764740		3	78	Herzlich lieb hab' ich dich, o Herr	340	Herzlich lieb hab' ich dich, o Herr		282	Herzlich lieb hab' ich dich, o Herr, BWV 340	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:35	18	15	96	0	27	0	10	-18	B Major	4	2024-07-26	4RPitQu2qmjrErnCMnltRO	undefined	1B	NLY331107318
6	28	Herzlich lieb hab. ich dich, o Herr (Cantata BWV174)	Herzlich lieb hab' ich dich, o Herr, Cantata BWV 174	153	173b8b0c-15d5-42e5-b396-6a8ea3c13c96		3	79	Herzlich lieb hab' ich dich, o Herr	174	Herzlich lieb hab' ich dich, o Herr		283	Herzlich lieb hab' ich dich, o Herr (Cantata, BWV 174)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	76	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:33	27	8	95	0	17	0	10	-22	C♯/D♭ Major	4	2024-07-26	3un6QnUSMup6KH0tZw42Rj	undefined	3B	NLY331107319
4	25	Herzlich lieb hab. ich dich, o Herr (Johannes-Passion)	Herzlich lieb hab' ich dich, o Herr, St. John Passion	154	0fc064d1-7100-459a-8ade-3a0db1334dd3		2	68	Herzlich lieb hab' ich dich, o Herr		Herzlich lieb hab' ich dich, o Herr		170	Herzlich lieb hab' ich dich, o Herr (St John Passion)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:38	26	14	96	1	35	0	20	-20	D Major	4	2024-07-26	6TnODtfUTx7rwkq2S5hZMA	undefined	10B	NLY331107206
6	29	Herzlich thut mich verlangen (Cantata BWV153)	Herzlich thut mich verlangen, Cantata BWV 153	160	1ee335df-5739-48ad-a54d-dc8a2c32ddb4		3	80	Herzlich thut mich verlangen	153	Herzlich thut mich verlangen		284	Herzlich thut mich verlangen (Cantata, BWV 153)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	0	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:16	0	6	94	4	0	0	10	-24	G#/A♭ Minor	0	2024-07-26	1kxHDhljms3U6JBhx7A2z6	undefined	1A	NLY331107320
4	27	Herzlich thut mich verlangen (Matthäus-Passion)	Herzlich thut mich verlangen, St. Matthew Passion	162	f758190d-4597-4721-93ff-82f6b66f819f		2	70	Herzlich thut mich verlangen		Herzlich thut mich verlangen		172	Herzlich thut mich verlangen (St Matthew Passion)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	74	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:58	20	10	95	62	16	0	10	-19	E Major	3	2024-07-26	5yqo5MtPzUvXIxgoqr4RW9	undefined	12B	NLY331107208
4	26	Herzlich thut mich verlangen (Matthäus-Passion BWV244)	Herzlich thut mich verlangen, St. Matthew Passion BWV 244	163	76db0362-aa33-4aac-8adf-40453f8f7200		2	69	Herzlich thut mich verlangen	244	Herzlich thut mich verlangen		171	Herzlich thut mich verlangen (St Matthew Passion, BWV 244)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	89	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:05	32	13	98	0	12	0	10	-20	C♯/D♭ Major	4	2024-07-26	1ppYVcwT14lcQtF8844Caf	undefined	3B	NLY331107207
3	12	Herzlich thut mich verlangen (Christmas Oratorio)	Herzlich thut mich verlangen, Christmas Oratorio	165	681bf9ad-47bb-45cb-8d37-a03eed6a25a7		2	14	Herzlich thut mich verlangen		Herzlich thut mich verlangen		116	Herzlich thut mich verlangen (Christmas Oratorio)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	2	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:04	23	12	89	1	15	0	10	-20	G#/A♭ Minor	3	2024-07-26	2MDjPT4vrpw4ol1vuK6uxx	undefined	1A	NLY331107152
4	28	Herzliebster Jesu, was hast du verbrochen (Matthäus-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	166	ccd3dec4-b846-4379-8c80-bb66d5f8e46b		2	71	Herzliebster Jesu, was hast du verbrochen		Herzliebster Jesu, was hast du verbrochen		173	Herzliebster Jesu, was hast du verbrochen (St Matthew Passion)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:39	26	6	96	0	19	0	10	-22	A#/B♭ Minor	3	2024-07-26	485lOkUwhNIPLdXcxGfCHd	undefined	3A	NLY331107209
4	29	Herzliebster Jesu, was hast du verbrochen (Matthäus-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	167	cc61d559-212b-4874-b3c4-1d7ecabc1781		2	72	Herzliebster Jesu, was hast du verbrochen 2		Herzliebster Jesu, was hast du verbrochen 2		174	Herzliebster Jesu, was hast du verbrochen 2 (St Matthew Passion)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	129	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:52	22	6	96	0	9	0	10	-23	A#/B♭ Minor	4	2024-07-26	69LGfP53T3VSyX4Zf9pw2J	undefined	3A	NLY331107210
4	30	Herzliebster Jesu, was hast du verbrochen (Johannes-Passion)	Herzliebster Jesu, was hast du verbrochen, St. John Passion	168	083f1d81-8ed7-41be-bf18-b6711b966288		2	73	Herzliebster Jesu, was hast du verbrochen		Herzliebster Jesu, was hast du verbrochen		175	Herzliebster Jesu, was hast du verbrochen (St John Passion)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:47	27	16	98	2	18	0	10	-20	F#/G♭ Minor	3	2024-07-26	4KQruoVf6v0e9U8Dhk6spD	undefined	11A	NLY331107211
4	31	Herzliebster Jesu, was hast du verbrochen (Johannes-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	169	cd290444-ca5e-424b-826c-91a06b645c31		2	74	Herzliebster Jesu, was hast du verbrochen 2		Herzliebster Jesu, was hast du verbrochen 2		176	Herzliebster Jesu, was hast du verbrochen 2 (St John Passion)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:19	13	19	83	9	30	0	10	-18	G#/A♭ Minor	4	2024-07-26	73gXz4Vd7pHwNKeojgHZcT	undefined	1A	NLY331107212
4	32	Heut. ist, o Mensch, ein großer Trauertag BWV341	Heut' ist, o Mensch, ein großer Trauertag, BWV 341	170	070d8ee1-9680-4db7-8a32-4c377e62c2b4		2	75	Heut' ist, o Mensch, ein großer Trauertag	341	Heut' ist, o Mensch, ein großer Trauertag		177	Heut' ist, o Mensch, ein großer Trauertag, BWV 341	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	86	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:37	31	7	96	3	33	0	10	-20	A Major	3	2024-07-26	26Q86kEIGzsxf2E50AlWXC	undefined	11B	NLY331107213
4	33	Heut. triumphieret Gottes Sohn BWV342	Heut' triumphieret Gottes Sohn, BWV 342	171	ad474c5b-00ff-409e-a5c9-11ba6f6313da		2	76	Heut' triumphieret Gottes Sohn	342	Heut' triumphieret Gottes Sohn		178	Heut' triumphieret Gottes Sohn, BWV 342	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	111	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:44	24	18	89	0	32	0	10	-17	B Major	5	2024-07-26	3tyTPw9XvOtUQ6pONZGzxk	undefined	1B	NLY331107214
6	30	Hilf, Gott, daß mir.s gelinge BWV343	Hilf, Gott, daß mir's gelinge, BWV 343	172	fd9113db-b146-482f-8755-c26bc40d40af		3	81	Hilf, Gott, daß mir's gelinge	343	Hilf, Gott, daß mir's gelinge		285	Hilf, Gott, daß mir's gelinge, BWV 343	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	101	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:01	25	11	89	0	37	0	10	-21	F#/G♭ Minor	3	2024-07-26	4ZBgIpSY7vMtu9X8KY50FD	undefined	11A	NLY331107321
6	31	Hilf, Herr Jesu, laß gelingen BWV344	Hilf, Herr Jesu, laß gelingen, BWV 344	173	5957eeb6-1640-4e04-a2ee-f9a842d1c59b		3	82	Hilf, Herr Jesu, laß gelingen	344	Hilf, Herr Jesu, laß gelingen		286	Hilf, Herr Jesu, laß gelingen, BWV 344	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:41	26	17	97	0	21	0	10	-17	F#/G♭ Minor	1	2024-07-26	7r8Il3qNfF4AHguTH9UCxw	undefined	11A	NLY331107322
